	id	created_at	author	location	full_text	category	sentiment
228	1.46141e+18	2021-11-18 19:19:05+00:00	Josh ❤️ Eternals & Red Notice #BlackLivesMatter	Des Plaines, IL	@DiscussingFilm #Eternals deserve this success &amp; so glad that Chloé Zhao is getting more work after this masterpiece!	c	p 
229	1.46141e+18	2021-11-18 19:16:59+00:00	Mahwash Ajaz 🇵🇰		The complex debates abt villainy and heroism were lost in between the twenty thousand overkill-y shots and speeches. 165 minutes and 65 of those were some character or the other staring off into the distance with a picturesque bg in the back &amp; their hair flying slowly. #Eternals	p	x
230	1.46141e+18	2021-11-18 19:16:33+00:00	FanBoy	Unknown 	"Theatrical movie's on Disney+ 
#Encanto Dicember 25, 2021
#Eternals January 14, 2022"	o	n
231	1.46141e+18	2021-11-18 19:16:06+00:00	His Excellency	God's Presence	I dozed off a bit watching this film today.. I thought it delivered but too much fiction and a bit far from imagination.. #Eternals	p	x 
232	1.46141e+18	2021-11-18 19:15:54+00:00	DiscussingFilm		"#Eternals has earned $300M at the worldwide box office.

Read our review: "	m	p
233	1.46141e+18	2021-11-18 19:15:37+00:00	Zachary Weinberger	Miami, FL	"Agree about the best, but #Venom2 was easily the worst imo. #SnyderCut 

Still haven't seen #Eternals... "	o	n
234	1.46141e+18	2021-11-18 19:14:49+00:00	ashna	Erbil	Meet the royal prince, brother of Thanos “Eros” #Eternals 😭	h	p 
235	1.46141e+18	2021-11-18 19:11:52+00:00	rid! saw eternals	19 • she/they •desi 	hear me out #eternals animated shorts on Disney+	o	n
236	1.46141e+18	2021-11-18 19:07:34+00:00	Kieran,	C-53	True, 😭 #Eternals  #druig #makkari  #imnotcryingYOUREcrying #lol	e	p 
237	1.46141e+18	2021-11-18 19:07:12+00:00	Risss/she		Harry Styles as Eros for Marvel’s #Eternals	h	n 
238	1.46141e+18	2021-11-18 19:06:51+00:00	coni araoz :-)	Spring Hill, TN	"SELLING TWO SEATED TICKETS NEXT TO EACH OTHER IN SECTION 113 ROW 7 FOR HARRY STYLES’ ARKANSAS SHOW FOR $450 EACH🍓🕺🍉🌈🍌🥝🍒
#HarryStyles #HarryStylesLoveOnTour #LOT #HSLOT #Eternals #FineLine #sellingtickets "	h	n
239	1.46141e+18	2021-11-18 19:06:50+00:00	DUCKFINDER		Are you like me and struggle to get 12 hours of sleep every night? Well you're in luck because 9/10 Doctors Recommend Eternals for Insomnia #Eternals	p	x  
240	1.46141e+18	2021-11-18 19:05:02+00:00	panª rabbit 🐰🥕	Mérida, Yucatán	When u love something you protect it. #Eternals	p	p 
241	1.46141e+18	2021-11-18 19:03:59+00:00	Robert Rodriguez		"NEXT UP THE JONAS BROTHERS WILL SHOW UP LIKE 'HEY WE'RE THANOS COUSINS' 
Then justin bieber will show up like 'im thanos stepbrother'

Legit was enjoying #Eternals until this happened lol "	h	x
242	1.46141e+18	2021-11-18 19:03:04+00:00	Eternals is a hit!	At Gold's Gym making gains.	"Never thought it would happen, but this is ""one"" of the reasons why I applaud  #ChloeZhao  &amp; #NateMoore #Eternals . "	c	p
243	1.46141e+18	2021-11-18 19:02:47+00:00	thankful famiglia 🤌🏼🥧	rumsen land	i watched #Eternals like a documentary, going like “damn i cant believe they went back to babylon &amp; got that footage…amazing”	a	p
244	1.46141e+18	2021-11-18 19:02:41+00:00	Atl Polo	Banana Fanna Atlanta	In #eternals why they let sersei and ikaris get it in but all Makkari and Druig did was touch foreheads? They been crushing on each other for that long?! Makkari deserved to get her cheeks clapped too!!!!	e	p
245	1.46141e+18	2021-11-18 19:01:42+00:00	Andrea Teller Shelby 🧣	Sevillana de vuelta en Sevilla	❤️! #Druig #Makkari Love them!! #Eternals	e	p 
246	1.46141e+18	2021-11-18 19:01:27+00:00	Anna	London, United Kingdom	We need next movie date… #Eternals #eros #marvel #HarryStyles  @Marvel @Harry_Styles	h	p 
247	1.46141e+18	2021-11-18 19:01:13+00:00	Darksonic	DC: MouseAuChocolatsonic#3693	"Hey... Lately, I was on a Podcast about #Eternals . 
So would appreciate it if you guys would check it out. "	r	n
248	1.46141e+18	2021-11-18 19:00:45+00:00	Strictly Casual		Can’t believe they released Harry Styles’ poster for #Eternals 👀 Ladies &amp; Gentlemen, Eros	h	p 
249	1.46141e+18	2021-11-18 18:59:04+00:00	Silver Screen Podcast	England, United Kingdom	The new second episode of Silver Screen Podcast is going live on YouTube NOW! @Ironmikewilson &amp; @dark_sonic2002 review #Eternals and rate #MarvelStudios Phase 4 so far. There'll be some thoughtful analysis but also things will get nerdy. Catch it here:	r	n 
250	1.46141e+18	2021-11-18 18:55:27+00:00	Music Lover ☮	İstanbul, Türkiye	#Eternals poster Harry Styles	h	n 
251	1.46141e+18	2021-11-18 18:54:39+00:00	Britt	she/her	@ERCboxoffice So nice to see these countries embracing this film 🙌 #Eternals	o	p
252	1.46141e+18	2021-11-18 18:53:32+00:00	Loreto Noriega🍋		They're together 💚💚💚 (as they should) #Eternals #Ikersi #Ikaris #Sersi	e	p 
253	1.46141e+18	2021-11-18 18:53:01+00:00	The Roll Out	Los Angeles, CA	"✨TOMORROW✨ Don’t miss a new episode of #TheRollOut with @GenevieveNylen and @LinsayRousseau discussing #Marvel’s bloated and baffling blockbuster, #Eternals! Catch the premiere Friday at Noon Pacific on YouTube!

👉 "	r	n
254	1.46141e+18	2021-11-18 18:50:37+00:00	Gianni L.	Guayaquil, Ecuador	Very very very happy ❤️ #Eros #Starfox #HarryStyles #Eternals	h	p 
255	1.46141e+18	2021-11-18 18:49:46+00:00	Smash Strike Films	California, USA	#Eternals has made $300 million at the global box office !	m	p 
256	1.46141e+18	2021-11-18 18:48:33+00:00	Luiz Fernando	London	"On its 2nd WED, #Eternals reaches important milestone as it hits 300M globally, beating #AQuietPlace2’s 297.7M global run, after reaching 176.4M international cume and 123.6M at domestic #BoxOffice where it grossed 1.6M, sharp -62% from previous WED.
Eyeing a 425M-445M global run "	m	p
257	1.46141e+18	2021-11-18 18:48:00+00:00	Movie Reviews By JT	Buffalo NY	#Thanos brother #Eros get his own poster for #Eternals	h	p 
258	1.46141e+18	2021-11-18 18:47:42+00:00	The Marvel Network		A new poster for #Eros from #Eternals has been released!	h	p 
259	1.46141e+18	2021-11-18 18:47:30+00:00	ᴀʟɪsʜᴀ²⁸	Hamburg, Deutschland	Harrys german dub in #Eternals is awful… but the movie was nice!	p	p
260	1.46141e+18	2021-11-18 18:47:12+00:00	Popcast on the Rocks		"Always a blast to welcome @PeteJGilbertson back on the Popcast! 
Check our discussion of #Eternals, who’s the best #Batman (&amp; who’s the best #BruceWayne), #DuneMovie, &amp; the fulfillment of Pete’s Halloween dreams w/ his #Kiss costume in last week’s episode:
"	r	n
261	1.46141e+18	2021-11-18 18:47:04+00:00	Digital Spy	Digital Spy HQ, London	"Marvel releases first official look at Harry Styles in #Eternals:

"	h	n
262	1.46141e+18	2021-11-18 18:46:15+00:00	kitty (ceo of 🐇×🦆)		I officially dont care what rotten tomatoes says anymore bc #Eternals and #Qforce r both rated like total shit, and both were heartfelt and satisfying with good stories and awesome acting. So like sorry but im never checking a rotten tomatoes score again as long as i live	p	p
263	1.46141e+18	2021-11-18 18:45:02+00:00	Breaking Movies	FB.com/BreakMovies	"new #Eternals #CharacterPoster
#Starfox, also known as '#Eros of #Titan' is the brother of  #Thanos. "	e	n
264	1.46141e+18	2021-11-18 18:45:00+00:00	steven	surrey, UK	@NewRockstars I enjoyed the Eternals but I think they introduced too many characters and we didn't really get to know any of them.  #Eternals	e	p
265	1.4614e+18	2021-11-18 18:42:28+00:00	Brent_Marchant		@neonrated Tune in to the next Good Media Network’s Frankiesense &amp; More video podcast today, 11/18, 2 pm ET, Facebook Live,	r	n 
266	1.4614e+18	2021-11-18 18:41:52+00:00	row	he/him 	seated for #Eternals in IMAX	o	n 
267	1.4614e+18	2021-11-18 18:41:09+00:00	Dalton	USA 	Now seeing #Eternals for the third time	o	p 
268	1.4614e+18	2021-11-18 18:40:00+00:00	Metro Entertainment	Showbiz Land	Harry Styles has arrived in the MCU as Eros #Eternals	h	n 
269	1.4614e+18	2021-11-18 18:38:07+00:00	D		"Nice. I ended up liking #Eternals a lot more than I thought I would. It had its problems. But not enough to outweigh what it did right.

I hope this means we'll see more of these characters. "	e	p
270	1.4614e+18	2021-11-18 18:34:44+00:00	James Geary	Ireland	"Take that fanbros! Mwahaha!
#Eternals "	o	p
271	1.4614e+18	2021-11-18 18:33:18+00:00	ann without an E	🇮🇩	"IM GONNA WATCHING THISSSSS #Eternals 
ONLY FOR 1 MIN POST-CREDIT ～(つˆДˆ)つ｡☆ "	p	p
272	1.4614e+18	2021-11-18 18:33:11+00:00	𝕻𝖊𝖙𝖊𝖗 𝐖𝐀𝐘𝐍𝐄 🕷️🦇 | ℂ𝕀ℕ𝔼𝕄𝔸 𝕖𝕣𝕒 🎬	Kolkata, India	"@TheEternals @Harry_Styles Perfect Eros doesn't exis... 😶
#Eternals "	h	p
273	1.4614e+18	2021-11-18 18:32:31+00:00	bug ‎★	she/they || 21	during #Eternals nora and i said things were “yas” so many times i lost count	p	p
274	1.4614e+18	2021-11-18 18:32:23+00:00	Gus	Yogyakarta, Indonesia	"Rate 8,5/10 😎😤🔥
Favorite character : Angelina Jolie (Thena) 🤍🥰 &amp; Don Lee (Gilgamesh) 💪🏼🤜🏻🤛🏻😲.
#eternalsreview
#Eternals "	e	p
275	1.4614e+18	2021-11-18 18:30:34+00:00	Ready		"same energy

#eternals  #MarvelStudios #marvel #mcu #himym #howimetyourmother #eterni #eternal @OfficialHIMYM @MarvelStudios @Marvel @MarvelNewsIT "	o	n
276	1.4614e+18	2021-11-18 18:30:33+00:00	IODA	Bensheim, Deutschland	DLT network IOTA is introduces #IOTA #Bitcoin  #BitcoinCash #ADA #Cardano #CardanoCommunity #Ethereum #etherium #ETH #Eternals  #dogecoin #SHIB #SHIBARMY #shibainu #ShibaArmy #ShibainuCoin #ShibaCoin #SHIBOSHIS #Binance  #Coinbase #coin #coinbasepro  m	m	n
277	1.4614e+18	2021-11-18 18:30:04+00:00	WizKids		Marvel HeroClix: Eternals are coming November 24th! Pre-order today at you FLGS or 	o	n
278	1.4614e+18	2021-11-18 18:30:00+00:00	Affinity Magazine	International	A poster for Harry Styles as Eros in #Eternals has just been released. 	h	n
279	1.4614e+18	2021-11-18 18:25:28+00:00	Wednesday Comix	Chicago, IL	@UpToTASK Plus, how do you change to fun &amp; campy in middle or near end of prod. on 3 or 4 films? That was the idea behind Whedon’s #JusticeLeague. #MCU has always left room for lighthearted &amp; whimsical in story outside of #Thor: The Dark World. #AntMan was fun. #Eternals is exploration	r	n
280	1.4614e+18	2021-11-18 18:25:02+00:00	The New Arab	London	"Filmmakers behind #Eternals, the latest instalment in the #MCU franchise, secured guidance from an academic to help them with their use of the ancient dead language of Babylonian &gt;&gt;

"	a	p
281	1.4614e+18	2021-11-18 18:24:11+00:00	TextlessPoster	In Your Prayer.	"Enjoy CUSTOM Textless Poster of @Harry_Styles' ERO for #Eternals Done By Me.
Ero Brother of Thanos.

Not High Quality But Improved Lil Bit.

#Ero #MCU "	h	n
282	1.4614e+18	2021-11-18 18:21:24+00:00	korry (she/her)	Japan	"YOU ARE TOO SHINY TO SEE ON A BIG SCREEN HARRY ✨✨✨✨✨✨ @Harry_Styles ✨✨✨✨✨✨

#Eternals 
#EternalsEros "	h	p
283	1.4614e+18	2021-11-18 18:20:46+00:00	CinemaSnarks	Denver, CO	"In anticipation of our upcoming Eternals spoiler discussion, let us know: 

Who is you favorite Eternal?! 

Reply with your picks! 

#Eternals #Ikaris #Sersi #Kingo #EternalsGilgamesh #Thena #Ajak #Druig #Makkari #EternalsSprite #Phastos"	e	n
284	1.4614e+18	2021-11-18 18:19:19+00:00	Everardo (Vizeit) 	Film School	My review of Eternals is out now! Go check it out! 	r	n
285	1.4614e+18	2021-11-18 18:18:14+00:00	Jeff Haas	Warwick, RI	"I had the great pleasure of scheduling and hosting this fantastic interview with Kaz and Ryan Firpo for @Traversingstars! Writers of @TheEternals!!

"	a	p
286	1.4614e+18	2021-11-18 18:17:48+00:00	Allison (ETERNALS)		Eternals First- #Eternals #Marvel 	o	n
287	1.4614e+18	2021-11-18 18:16:47+00:00	Gema 🎃🎃	23-she/they-blm-INFP-T-bi/pan	"Eternals spoilers 
-
-
-
- 
WE HAVE A NEW CHARACTER POSTER

LOOK AT HIM OMG 😍😍 #Eternals "	h	p 
288	1.4614e+18	2021-11-18 18:16:03+00:00	༺ ✿ candice ✿ ༻	syd, australia 💜	"#eternals spoilers //

so since everyone's seen the movie, here's the part where friends was played 

#kingo 
#BTS @BTS_twt "	p	n 
289	1.4614e+18	2021-11-18 18:14:29+00:00	MONTOYA 🕢	Reiden Lake	"@CultureCrave ""Official poster for Harry Styles’ Eros in #Eternals"" "	h	n 
290	1.4614e+18	2021-11-18 18:12:16+00:00	ETERNALS SPOILERS	𓂀	The cast is outstanding. #Eternals 	c	p
291	1.4614e+18	2021-11-18 18:11:39+00:00	Nerd Informants	Branson, MO	Harry Styles' Eros, brother of the Mad Titan Thanos, just got his own #Eternals  character poster. 	e	n
292	1.4614e+18	2021-11-18 18:10:59+00:00	simdmac		@MarvelStudios Karun is the only person I trust to speak for the human race. #Eternals	e	x
293	1.4614e+18	2021-11-18 18:10:50+00:00	Niccie 🐟	I’d walk through fire for you	"Hello..... 
from the other side
@Harry_Styles @MarvelStudios #Eternals 😍 "	h	p 
294	1.4614e+18	2021-11-18 18:09:17+00:00	Nikita	Chesterfield	There’s no wonder Thanos was so pissed off at the world if this is his brother #Eternals 	e	n
295	1.4614e+18	2021-11-18 18:08:45+00:00	Chad Marriott		"It has been wild!
"	o	p
296	1.4614e+18	2021-11-18 18:08:12+00:00	Annlyel James		"For those who know Eros' story in the comics his debut was an exciting turn of events but for the average person the notion that Harry Styles is the ""Brother of Thanos"" has got to be weird. We need answers to this revelation sooner rather than later.  #Eternals "	p	n
297	1.4614e+18	2021-11-18 18:06:11+00:00	Shawn Talley	Los Angeles, CA	I liked #Eternals. Yeah, there's some dopey shit in it, but it surprised me more than any MCU entry (unexpected death(s), twist(s), not spoon-feeding you morality). Granted, I'm a sucker for sci-fi/fantasy and Kirby's gonzo cosmic gobbledygook, but still, I enjoyed it a good deal	r	p
298	1.46139e+18	2021-11-18 18:03:19+00:00	Scott Mendelson	California	Box Office: Marvel’s ‘Eternals’ Tops $300 Million Worldwide (With No Help From China) via @forbes by @ScottMendelson 	m	n
299	1.46139e+18	2021-11-18 18:02:41+00:00	Boxoffice Pro	New York, NY	"Marvel’s @TheEternals Crosses $300M Global Mark

#Eternals #Marvel #BoxOffice

"	m	n 
300	1.46139e+18	2021-11-18 18:02:34+00:00	Bayan Tal	Hashemite Kingdom of Jordan	My views on #censorship as a form of #guardianship &amp; need for parents to understand the impact of films, games and and online content on their children and guide them through that content #CriticalThinking #film_literacy #Eternals      	o	n 
301	1.46139e+18	2021-11-18 18:02:17+00:00	RandomChatter		"GMCU 201: Eternals Review — Lizzie is back with Sheba for a spoiler-filled review of #Eternals ! #MCU #Marvel
 "	p	n
302	1.46139e+18	2021-11-18 18:02:14+00:00	Christopher Marc	Canada	A STARFOX series has to be coming, right? #Eternals 	o	n 
303	1.46139e+18	2021-11-18 17:59:47+00:00	𝓳𝓸 🎸| 𝓱𝓸𝓷𝓮𝔂𝓹𝓸𝓹	tpwk || she/her	the holy trinity for eternals 2 I just KNOW it #Eternals 	o	n 
304	1.46139e+18	2021-11-18 17:57:52+00:00	Tonight's Entertainment		"It's official now!
@Harry_Styles plays Eros in #eternals 
Follow us for more news👉 @TonightsEntert3 "	h	n
305	1.46139e+18	2021-11-18 17:57:12+00:00	The RapNerd: ZSJL/HKills/DUNE/Malignant stan	Atlanta, GA	They're trying to move on from #Eternals fast as hell I see. 	o	n 
306	1.46139e+18	2021-11-18 17:57:12+00:00	destiny ❥’s harry & jevon.	streaming fine line	LOOK AT MY BABY #ImEros #Eternals 	e	p
307	1.46139e+18	2021-11-18 17:56:40+00:00	Freddia 💚🧡		"#Eternals is TT again!!! 🥳
Poster of Harry Styles as Eros 😒"	h	p
308	1.46139e+18	2021-11-18 17:56:37+00:00	Lou Bear	Dubai	It might be 2021 and the #eternals might have every minority in their cast, but turns out we’re still not quite ready for it here in UAE…	c	n
309	1.46139e+18	2021-11-18 17:54:36+00:00	auntunicorn	Harry’s dimple	"⭐️🦊 Eros my love 💜
#Eros #Starfox #Eternals "	e	p 
310	1.46139e+18	2021-11-18 17:53:37+00:00	Essentially Heroes	NYC	Just a reminder that these 2 are brothers... #eternals 	e	n 
311	1.46139e+18	2021-11-18 17:47:55+00:00	kay	bottom of the ocean floor	The cast, acting and direction (cinematography wise) was the only redeemable qualities #Eternals even the costumes and production felt flat	c	x
312	1.46139e+18	2021-11-18 17:47:39+00:00	The Numbers	Los Angeles, CA	Yesterday saw 𝗘𝘁𝗲𝗿𝗻𝗮𝗹𝘀 cross the $300M mark globally, making it the 4th Disney film to do so this year...	m	n
313	1.46139e+18	2021-11-18 17:47:14+00:00	Gaius Normanyo	Snowbird Central, FL	"Bruh, this is sooooo misleading 💀
Y'all just watch the ENTIRE film and find out #Eternals "	o	n
314	1.46139e+18	2021-11-18 17:44:57+00:00	Eponine 👸🏻	Lost in a pile of books 	"Little #eternals spoiler : 

How can he be the brother of Thanos but also an Eternals ?"	e	n
315	1.46139e+18	2021-11-18 17:43:46+00:00	AtomiixTV	Belgium	My review on The ETERNALS. Swipe to read it all. #movie #moviereview #marvel #eternals #jackkirby #celestials #comic #mcu 	o	n
316	1.46139e+18	2021-11-18 17:43:08+00:00	New Rockstars	Burbank, CA	Thoughts? Questions? Concerns? Airing of grievances? #Eternals #Eros 	r	n
317	1.46139e+18	2021-11-18 17:42:09+00:00	Jon		Oh yeah I can see the similarities 🤔 😂 #Eternals 	o	n
318	1.46139e+18	2021-11-18 17:41:33+00:00	Dee 🦋 TPWK²⁸ (Taylor's Version) 🧣	she/her	I'm so immensely proud of you Harry for your acting role in #eternals You were incredible as Eros and I can't wait to see you in the next movies. Everything you try, you succeed. I know acting was new for you and out of your comfort zone. But you nailed it! @Harry_Styles 	h	p 
319	1.46139e+18	2021-11-18 17:41:13+00:00	Ming	Singapore	@efannafe @DragonPavilion Oh..... that's where I should put the cookie... #MarvelsAvengers #Eternals #NFTs #nftcollector	o	n
320	1.46139e+18	2021-11-18 17:37:56+00:00	lexie	r&b is better	#Druig &amp; #Makkari relationship makes my heart smile, #Gilgamesh &amp; #Thena bond just owns my heart #Eternals 	e	p 
321	1.46139e+18	2021-11-18 17:34:56+00:00	Alessia⧗💙🧣	the world || she/her || 22	"#eternals spoilers
_

_

_

_

_

_

_

The Royal Prince of Titan "	h	n
322	1.46139e+18	2021-11-18 17:33:31+00:00	Leroy / Negromancer / I Reads You	Eunice, LA	"#eternals movie review - NEGROMANCER 2.0: Review: ""ETERNALS"" is Endlessly Fascinating "	r	p
323	1.46139e+18	2021-11-18 17:33:06+00:00	Sophie ⭐️🦊		Dude where tf was Eros during INFINITY WAR OR ENDGAME!? Was he making out with alien chicks??#eros #starfox #Eternals #HarryStyles 	e	n
324	1.46139e+18	2021-11-18 17:32:39+00:00	Dwayne Pereira	India	First movie in theatres in 2 years. Had to see Eternals in theatres &amp; it didn't disappoint. Loved it! Plenty scope to build on this &amp; further proof critics will bash a superhero movie if it doesn't follow the campy Marvel formula.Glad audiences enjoyed it,cuz it's great #Eternals 	r	p
325	1.46139e+18	2021-11-18 17:32:16+00:00	🔥That’s gotta be Kaye-ne!🔥	Cloud City, Bespin	"Disney releasing the character poster for Eros (Harry Styles) today is smart marketing… how many teenage girls are going to rush to the cinema to see a 20 second clip of Harry?👀😂

#Eternals #Eros"	h	n
326	1.46139e+18	2021-11-18 17:31:35+00:00	The 206geek	Emerald City, WA.	#HarryStyles #Eternals Marvel Studios Officially Releases Harry Styles' Eros Character Poster 	h	n
327	1.46139e+18	2021-11-18 17:28:29+00:00	Vogue | voguevember	any pronouns l minor	"#Eternals spoilers
.
.
.
.
.
.
Since er*s is in the mcu now I think y'all should see this "	h	n 
328	1.46139e+18	2021-11-18 17:27:56+00:00	m ☁️; 🧣	Italia	i can die happy now that harry has a poster #eternals 	h	p 
329	1.46139e+18	2021-11-18 17:27:40+00:00	The Nerdy Basement @AnimeNYC #AnimeNYC 🇩🇴🇵🇷	New Jersey, USA	"A new character poster for Harry Style’s Eros/Starfox has been released. #Eternals

Read our thoughts on the hit film here:
"	h	n 
330	1.46139e+18	2021-11-18 17:27:01+00:00	maria (taylor's version) 🧣	germany ° passionate bunch	"#Eternals Spoilers (idk if this still counts)
-
-
-
I read a fan theory that Asgard was created (born?) from a piece of planet from the birth of a celestial... And I think that makes a lot of sense (esp since asgard looks like broken out of somewhere..."	p	n
331	1.46139e+18	2021-11-18 17:26:19+00:00	Rica 🌻⁶💐🧣	UK? Nope, I'm not okay.	"Harry Styles as Eros (Starfox) in the MCU ❤
#Eternals #EternalsEros ⭐🦊 "	h	p
332	1.46139e+18	2021-11-18 17:26:14+00:00	Pɑաɑղ'ى Kαlყαղ	Jagtial, India	#Eternals enjoyed.. Kingo role 👌 Heroine &amp; Angelina 👍	c	p
333	1.46138e+18	2021-11-18 17:24:38+00:00	Alpukat cklt		It's #Eternals Time!! 	o	p 
334	1.46138e+18	2021-11-18 17:24:34+00:00	𝐇𝐮𝐫𝐫𝐢𝐜𝐚𝐧𝐞 🦅🖤	number twelve, grimmauld place	"Again, I will repeat it forever. 
You will be my Hero, my life, my everything. You’re the royal prince of my heart. My personal Eternal. Thank you for everything, you do! ❤️
@Harry_Styles 
#Eternals #Eros #Starfox "	h	p
335	1.46138e+18	2021-11-18 17:23:15+00:00	Eternals News		#Eternals  has BROKEN $300M at global #boxoffice!! 	m	n
336	1.46138e+18	2021-11-18 17:22:43+00:00	𝙑 ♪ |A LEGEND WILL RISE|	Hyderabad, India	"the name is EROS 
Powers - make the girls horny/easily flirt with them 😝
what a celestial he's 😂
#Eternals "	h	p 
337	1.46138e+18	2021-11-18 17:22:19+00:00	Lauren MacDougall	Dover, England	"This morning we sent the first fully fledged edition of The Watchers #Marvel #MCU newsletter.
Take a look at it here, it's full of excellent stories on the #SpiderManNoWayHomeTrailer #Eternals #Hawkeye and more 
Here's a sneak preview "	r	n
338	1.46138e+18	2021-11-18 17:21:27+00:00	ananya	Kolkata, India	"the way i screamed

#HarryStyles #eternals #starfox "	h	p 
339	1.46138e+18	2021-11-18 17:19:57+00:00	smile	The Lower East Side	Seeing #Eternals in #IMAX with Mom — smile (@ AMC Lincoln Square 13 - @amctheatres for Eternals: The IMAX 2D Experience in New York, NY) 	o	p
340	1.46138e+18	2021-11-18 17:18:03+00:00	Conor Duca🐝	New Jersey, USA	#Eternals was so dope, @LaurenRidloff KILLED IT as did everyone else! went in with mixed expectations and came out absolutely mesmerized by this film, still thinking about it today.	c	p
341	1.46138e+18	2021-11-18 17:17:33+00:00	Steve	United States	New #Eternals video! Did this movie give insight into what Thanos meant with having “cursed knowledge”?? 	p	n 
342	1.46138e+18	2021-11-18 17:16:54+00:00	YourBuddyMike	Florida, USA	@cerberusarms @StephenSeanFord You understand that just bc you feel a certain way that does not mean everyone else in the world feels the same? To answer your question #ShangChi and #Eternals for me, but it’s fine if you can’t connect with these movies. You’re yucking on other ppl’s yum and it’s unnecessary.	o	n
343	1.46138e+18	2021-11-18 17:16:02+00:00	Edgy	Pulang Bruha	Okay Eros eat my bussy ily #Eternals 	h	p
344	1.46138e+18	2021-11-18 17:14:52+00:00	Mx. Avery R. McKenzie	MI to IN to Toronto and LA??	Double Feature Saturday. We're going to see #Eternals &amp; #Ghostbusters back-to-back. 🥰	o	n 
345	1.46138e+18	2021-11-18 17:14:33+00:00	シモーナ 🌻(Simona’s version)		Big hello!!! #ciaone #Eternals @Harry_Styles 	h	p
346	1.46138e+18	2021-11-18 17:12:49+00:00	TheWrap	Los Angeles, CA	Harry Styles gets his own Marvel character poster as Eros, brother of Thanos, from his cameo in the #Eternals post-credits scene 	h	n
347	1.46138e+18	2021-11-18 17:11:50+00:00	🧣; 𝐥𝐚𝐧𝐚 | CHUNGHA COMEBACK	she/her	it's been almost two weeks since I saw #eternals and i'm still not over them 	e	p
348	1.46138e+18	2021-11-18 17:10:10+00:00	k is for kookie	Canada	I'm finally going to see #Eternals tomorrow night, I'm so excited	o	p
349	1.46138e+18	2021-11-18 17:09:58+00:00	Ditta	Jakarta Capital Region, Indonesia	I haven’t watch #Eternals	o	n 
350	1.46138e+18	2021-11-18 17:07:40+00:00	Olive Hateem		this is truly the perks of watching #Eternals with no expectations 😮‍💨😲	o	p
351	1.46138e+18	2021-11-18 17:06:14+00:00	Views From The 616	Xmas in New York	Thanos has a brother that isn’t purple #Eternals 	e	n
352	1.46138e+18	2021-11-18 17:05:54+00:00	𝒂𝒚𝒖𝒔𝒉𝒊.	pays de rêve 	"ETERNALS spoiler 
.
.
.
.

Eros, you beauty ...!!!! 

#Eternals | #HarryStyles | #Eros "	h	p 
353	1.46138e+18	2021-11-18 17:05:42+00:00	💡🕯Hazy Twilight🕯💡	Chicago, IL	"According to this instagram post, Harry Styles plays Eros, Brother of Thanos, in Eternals…

but he’s not purple like Thanos..? 
#MarvelStudios #HarryStylesForum #Eternals "	e	n
354	1.46138e+18	2021-11-18 17:05:38+00:00	annie	United Kingdom	Damn, Thanos really drew the short straw with the family genes #Eternals 	e	p
355	1.46138e+18	2021-11-18 17:05:14+00:00	UJJWAL	Multiverse	#Eternals has now broken $300M at global #boxoffice. 	m	n 
356	1.46138e+18	2021-11-18 17:04:13+00:00	Vidhi Singh		"I knew harry was in eternals but when i see the poster i swear heart beat skip for a sec .. OMG he looks so good .. And the intro Royal Prince of Titan has my whole heart😍😍❤❤😭😭...
#harrystyles #harry #eros #Marvel #Eternals "	h	p
357	1.46138e+18	2021-11-18 17:03:46+00:00	Manikandan	Chennai, Tamil Nadu	#barbequenation #kgcinemas #eternals #fun @ town hall 	o	n 
358	1.46138e+18	2021-11-18 17:02:54+00:00	GAna |		LOVE THIS 🥰 mr Harry styles! The one and only 😍 @Marvel #Eternals 	h	p 
359	1.46138e+18	2021-11-18 17:01:36+00:00	val 🐌 saw eternals!	she/her | 20 | 🇸🇻	the cast and crew of #Eternals comments/interactions with Harry Styles, a thread:	c	n
360	1.46138e+18	2021-11-18 17:01:13+00:00	LatestLY	Mumbai, India	"Eternals: Marvel Studios Unveil Harry Styles' Brand New Character Poster As Eros, Brother of Thanos 

#Eternals #MarvelStudios #HarryStyles #Eros #HollywoodNews #EntertainmentNews @Harry_Styles @TheEternals @MarvelStudios 

"	p	n
361	1.46138e+18	2021-11-18 16:59:50+00:00	I, 🂽 WATCHED SPENCER…!	🏳️‍🌈	OKAY, I ACTUALLY WILL GET TO WATCH #ETERNALS TODAY…!	o	p
362	1.46138e+18	2021-11-18 16:59:28+00:00	anthony bridgerton's #1 hypewoman	Aubrey Hall	"Finally saw Eternals (ik ik) and I just want to say: critics lie. It's actually really great lol 

#eternals #mcu"	r	p
363	1.46138e+18	2021-11-18 16:59:28+00:00	anastasia 🥞		saw #Eternals today! Ahhh I love it! Thena and Makkari are my girls 😍💖	c	p
364	1.46138e+18	2021-11-18 16:59:12+00:00	π-синамонум 👾	вестерос	"#Eternals #Ikaris 

omg doubler did his job really great "	e	p
365	1.46138e+18	2021-11-18 16:58:07+00:00	Vash Singh (MUFC)	Somewhere South of Africa	Harry &amp; Thanos...🥸🤓 #Eternals	e	n
366	1.46138e+18	2021-11-18 16:58:03+00:00	The MCU Page		A new character #Eternals  poster for Eros, played by @Harry_Styles 👀 	h	n
